,build_token,origin,provider,ref,schema,spec,status,timestamp,version,python_logger
43374,1.0,gke.mybinder.org,GitHub,836c546b6f09c7a1ed5c48de0f4d7fb2abdc840a,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-01 17:59:00+00:00,5.0,
44366,1.0,gesis.mybinder.org,GitHub,5782ee9f4b28d4ae47e14a2109cf3e34c178fc4b,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-01 18:37:00+00:00,5.0,
45095,1.0,gke.mybinder.org,GitHub,5782ee9f4b28d4ae47e14a2109cf3e34c178fc4b,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-01 19:09:00+00:00,5.0,
47544,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-01 21:02:00+00:00,5.0,
47999,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-01 21:25:00+00:00,5.0,
48046,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-01 21:28:00+00:00,5.0,
49919,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-01 23:20:00+00:00,5.0,
49922,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-01 23:20:00+00:00,5.0,
45741,1.0,gesis.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-02 23:17:00+00:00,5.0,
46047,1.0,gesis.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-02 23:39:00+00:00,5.0,
29099,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 15:06:00+00:00,5.0,
29508,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 15:13:00+00:00,5.0,
29547,1.0,gesis.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 15:14:00+00:00,5.0,
29820,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 15:18:00+00:00,5.0,
35180,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 17:16:00+00:00,5.0,
35241,1.0,turing.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 17:18:00+00:00,5.0,
35977,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 17:38:00+00:00,5.0,
36087,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 17:41:00+00:00,5.0,
38236,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 18:53:00+00:00,5.0,
38619,1.0,gke.mybinder.org,GitHub,84c5f24631dd042cc321159e3c04b2e3827e0180,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 19:10:00+00:00,5.0,
39660,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 19:51:00+00:00,5.0,
43482,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-03 23:05:00+00:00,5.0,
442,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 00:33:00+00:00,5.0,
443,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 00:33:00+00:00,5.0,
775,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 00:52:00+00:00,5.0,
1271,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 01:34:00+00:00,5.0,
1922,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 02:23:00+00:00,5.0,
3260,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 03:54:00+00:00,5.0,
3395,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 04:00:00+00:00,5.0,
4039,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 04:29:00+00:00,5.0,
5162,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 05:25:00+00:00,5.0,
5424,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 05:39:00+00:00,5.0,
22420,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 12:56:00+00:00,5.0,
29927,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 15:58:00+00:00,5.0,
37250,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-04 20:44:00+00:00,5.0,
632,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-05 00:59:00+00:00,5.0,
1035,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-05 01:40:00+00:00,5.0,
1433,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-05 02:15:00+00:00,5.0,
3303,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-05 05:00:00+00:00,5.0,
14833,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-05 17:31:00+00:00,5.0,
16996,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-05 19:50:00+00:00,5.0,
18025,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-05 21:09:00+00:00,5.0,
18447,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-05 21:44:00+00:00,5.0,
18757,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-05 22:10:00+00:00,5.0,
18849,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-05 22:20:00+00:00,5.0,
248,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-06 00:29:00+00:00,5.0,
927,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-06 01:53:00+00:00,5.0,
1469,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-06 02:53:00+00:00,5.0,
1836,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-06 03:30:00+00:00,5.0,
14458,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-06 17:29:00+00:00,5.0,
15413,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-06 18:38:00+00:00,5.0,
16212,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-06 19:43:00+00:00,5.0,
16488,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-06 20:03:00+00:00,5.0,
17227,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-06 21:00:00+00:00,5.0,
2564,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 03:33:00+00:00,5.0,
2892,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 03:55:00+00:00,5.0,
19011,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 14:42:00+00:00,5.0,
19061,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 14:45:00+00:00,5.0,
19143,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 14:48:00+00:00,5.0,
22928,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 16:45:00+00:00,5.0,
24768,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 17:23:00+00:00,5.0,
25316,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 17:43:00+00:00,5.0,
25950,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 18:01:00+00:00,5.0,
26329,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 18:13:00+00:00,5.0,
26330,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 18:13:00+00:00,5.0,
27301,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 18:51:00+00:00,5.0,
27860,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 19:16:00+00:00,5.0,
28173,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 19:30:00+00:00,5.0,
28359,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 19:37:00+00:00,5.0,
28984,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 20:21:00+00:00,5.0,
29721,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 21:09:00+00:00,5.0,
30471,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 22:04:00+00:00,5.0,
31271,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 22:56:00+00:00,5.0,
31522,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 23:13:00+00:00,5.0,
31683,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 23:26:00+00:00,5.0,
31782,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 23:33:00+00:00,5.0,
31793,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-07 23:34:00+00:00,5.0,
293,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 00:20:00+00:00,5.0,
417,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 00:31:00+00:00,5.0,
418,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 00:31:00+00:00,5.0,
836,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 01:05:00+00:00,5.0,
1108,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 01:25:00+00:00,5.0,
1226,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 01:33:00+00:00,5.0,
1891,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 02:22:00+00:00,5.0,
2702,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 03:06:00+00:00,5.0,
3411,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 03:47:00+00:00,5.0,
3417,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 03:48:00+00:00,5.0,
3474,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 03:51:00+00:00,5.0,
4506,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 04:41:00+00:00,5.0,
4915,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 04:56:00+00:00,5.0,
4999,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 05:00:00+00:00,5.0,
5880,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 05:27:00+00:00,5.0,
7926,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 06:21:00+00:00,5.0,
8153,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 06:29:00+00:00,5.0,
8482,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 06:40:00+00:00,5.0,
36627,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 15:08:00+00:00,5.0,
36781,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 15:11:00+00:00,5.0,
36785,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 15:11:00+00:00,5.0,
36800,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 15:11:00+00:00,5.0,
36824,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 15:11:00+00:00,5.0,
36835,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 15:11:00+00:00,5.0,
36883,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 15:12:00+00:00,5.0,
39112,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 15:50:00+00:00,5.0,
39126,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 15:51:00+00:00,5.0,
40978,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 16:24:00+00:00,5.0,
40989,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 16:24:00+00:00,5.0,
41113,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 16:27:00+00:00,5.0,
45188,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-08 18:37:00+00:00,5.0,
34065,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-09 18:43:00+00:00,5.0,
34254,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-09 18:56:00+00:00,5.0,
34935,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-09 19:48:00+00:00,5.0,
34971,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-09 19:53:00+00:00,5.0,
5975,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 06:06:00+00:00,5.0,
5987,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 06:06:00+00:00,5.0,
6718,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 06:29:00+00:00,5.0,
9180,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 08:00:00+00:00,5.0,
31503,1.0,turing.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 15:12:00+00:00,5.0,
31548,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 15:13:00+00:00,5.0,
31978,1.0,gke.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 15:25:00+00:00,5.0,
33484,1.0,gesis.mybinder.org,GitHub,00a5293e62a893ba37754a915d15ae6063eba454,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 16:02:00+00:00,5.0,
38388,1.0,gesis.mybinder.org,GitHub,64ad137d9b713eb1a25cbb24b4a5c20dcbfecc4d,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 17:52:00+00:00,5.0,
41637,1.0,gke.mybinder.org,GitHub,64ad137d9b713eb1a25cbb24b4a5c20dcbfecc4d,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 19:53:00+00:00,5.0,
42056,1.0,turing.mybinder.org,GitHub,64ad137d9b713eb1a25cbb24b4a5c20dcbfecc4d,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 20:10:00+00:00,5.0,
43733,1.0,turing.mybinder.org,GitHub,64ad137d9b713eb1a25cbb24b4a5c20dcbfecc4d,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 21:38:00+00:00,5.0,
44955,1.0,turing.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 22:53:00+00:00,5.0,
45059,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 23:01:00+00:00,5.0,
45425,1.0,turing.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-10 23:31:00+00:00,5.0,
19,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 00:01:00+00:00,5.0,
548,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 00:44:00+00:00,5.0,
587,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 00:47:00+00:00,5.0,
1053,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 01:27:00+00:00,5.0,
1481,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 01:57:00+00:00,5.0,
1505,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 01:59:00+00:00,5.0,
2573,1.0,gesis.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 03:09:00+00:00,5.0,
3127,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 03:43:00+00:00,5.0,
4356,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 04:50:00+00:00,5.0,
6108,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 06:22:00+00:00,5.0,
29614,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 16:15:00+00:00,5.0,
30119,1.0,gke.mybinder.org,GitHub,06253c134595a6a88ad476f002cb68523bf693b4,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-02-11 16:29:00+00:00,5.0,
