,build_token,origin,provider,ref,schema,spec,status,timestamp,version,python_logger
10958,1.0,gesis.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 14:23:00+00:00,5.0,
10959,1.0,ovh.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 14:23:00+00:00,5.0,
10997,1.0,gesis.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 14:26:00+00:00,5.0,
11530,1.0,ovh.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 14:44:00+00:00,5.0,
11532,1.0,ovh.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 14:44:00+00:00,5.0,
13182,1.0,gke.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 16:15:00+00:00,5.0,
14734,1.0,gesis.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 17:31:00+00:00,5.0,
14744,1.0,gke.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 17:31:00+00:00,5.0,
14748,1.0,gke.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 17:31:00+00:00,5.0,
14750,1.0,gke.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 17:31:00+00:00,5.0,
14752,1.0,gke.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 17:31:00+00:00,5.0,
14756,1.0,gke.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 17:31:00+00:00,5.0,
14758,1.0,gke.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 17:31:00+00:00,5.0,
14763,1.0,gke.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 17:31:00+00:00,5.0,
16034,1.0,ovh.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 18:31:00+00:00,5.0,
16167,1.0,ovh.mybinder.org,GitHub,f0fc749c935b0cceac9388fad1108ddd996a5d23,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 18:46:00+00:00,5.0,
17456,1.0,ovh.mybinder.org,GitHub,0a85371ee96b502c6beb2b2ebb3d2dcf261f9eb0,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-24 21:18:00+00:00,5.0,
237,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-25 00:48:00+00:00,5.0,
456,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-25 01:27:00+00:00,5.0,
458,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-25 01:27:00+00:00,5.0,
8751,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-25 15:46:00+00:00,5.0,
10606,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-25 19:21:00+00:00,5.0,
10946,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-25 20:17:00+00:00,5.0,
4532,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-26 14:55:00+00:00,5.0,
5048,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-26 16:11:00+00:00,5.0,
7056,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-26 22:33:00+00:00,5.0,
472,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 02:21:00+00:00,5.0,
1134,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 05:33:00+00:00,5.0,
1238,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 06:08:00+00:00,5.0,
4877,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 16:22:00+00:00,5.0,
5881,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 18:44:00+00:00,5.0,
6089,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 19:11:00+00:00,5.0,
6393,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 19:55:00+00:00,5.0,
6411,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 19:57:00+00:00,5.0,
6423,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 19:59:00+00:00,5.0,
6424,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 19:59:00+00:00,5.0,
6434,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 20:01:00+00:00,5.0,
6456,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 20:04:00+00:00,5.0,
6478,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 20:07:00+00:00,5.0,
7280,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-27 22:20:00+00:00,5.0,
1334,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 03:53:00+00:00,5.0,
9936,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 13:37:00+00:00,5.0,
10841,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 14:27:00+00:00,5.0,
11521,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 15:02:00+00:00,5.0,
11768,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 15:16:00+00:00,5.0,
12379,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 15:36:00+00:00,5.0,
12480,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 15:41:00+00:00,5.0,
12505,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 15:42:00+00:00,5.0,
12553,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 15:44:00+00:00,5.0,
13087,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 16:12:00+00:00,5.0,
14047,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 17:35:00+00:00,5.0,
14138,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 17:43:00+00:00,5.0,
14445,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 18:13:00+00:00,5.0,
14500,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 18:18:00+00:00,5.0,
14724,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 18:43:00+00:00,5.0,
15339,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 19:42:00+00:00,5.0,
15340,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 19:42:00+00:00,5.0,
15341,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 19:42:00+00:00,5.0,
15361,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 19:44:00+00:00,5.0,
15365,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 19:44:00+00:00,5.0,
15406,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 19:47:00+00:00,5.0,
15642,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 20:12:00+00:00,5.0,
15794,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 20:30:00+00:00,5.0,
15909,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 20:40:00+00:00,5.0,
16032,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 20:55:00+00:00,5.0,
16151,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 21:07:00+00:00,5.0,
16168,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 21:09:00+00:00,5.0,
16185,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 21:11:00+00:00,5.0,
16194,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 21:12:00+00:00,5.0,
16276,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 21:23:00+00:00,5.0,
16291,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 21:25:00+00:00,5.0,
16414,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 21:41:00+00:00,5.0,
16427,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 21:43:00+00:00,5.0,
16524,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 21:56:00+00:00,5.0,
16556,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 22:02:00+00:00,5.0,
16621,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 22:15:00+00:00,5.0,
16628,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 22:17:00+00:00,5.0,
16676,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 22:26:00+00:00,5.0,
16681,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 22:27:00+00:00,5.0,
16823,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 22:50:00+00:00,5.0,
16831,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 22:52:00+00:00,5.0,
16889,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-28 23:00:00+00:00,5.0,
103,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 00:15:00+00:00,5.0,
316,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 00:49:00+00:00,5.0,
337,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 00:52:00+00:00,5.0,
400,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 01:05:00+00:00,5.0,
408,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 01:06:00+00:00,5.0,
409,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 01:06:00+00:00,5.0,
451,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 01:11:00+00:00,5.0,
545,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 01:23:00+00:00,5.0,
703,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 01:46:00+00:00,5.0,
845,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 02:06:00+00:00,5.0,
877,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 02:11:00+00:00,5.0,
924,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 02:17:00+00:00,5.0,
1103,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 02:38:00+00:00,5.0,
1246,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 02:54:00+00:00,5.0,
1316,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 03:02:00+00:00,5.0,
2209,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 05:16:00+00:00,5.0,
2292,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 05:27:00+00:00,5.0,
2483,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 05:53:00+00:00,5.0,
2608,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 06:07:00+00:00,5.0,
13894,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 14:11:00+00:00,5.0,
16452,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 17:10:00+00:00,5.0,
17023,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 18:06:00+00:00,5.0,
19374,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-29 22:20:00+00:00,5.0,
14863,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-30 23:23:00+00:00,5.0,
10824,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-31 14:08:00+00:00,5.0,
11150,1.0,gke.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-31 14:18:00+00:00,5.0,
11219,1.0,gesis.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-31 14:20:00+00:00,5.0,
11266,1.0,ovh.mybinder.org,GitHub,de739938875e4569bb47b13544bfc11f5d32e8df,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-31 14:22:00+00:00,5.0,
15357,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-31 19:30:00+00:00,5.0,
15391,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-03-31 19:32:00+00:00,5.0,
127,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 00:21:00+00:00,5.0,
305,1.0,gke.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 00:54:00+00:00,5.0,
634,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 02:00:00+00:00,5.0,
760,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 02:19:00+00:00,5.0,
900,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 02:40:00+00:00,5.0,
1826,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 05:13:00+00:00,5.0,
2390,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 06:14:00+00:00,5.0,
10132,1.0,gke.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 15:23:00+00:00,5.0,
12324,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 20:09:00+00:00,5.0,
13308,1.0,gke.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 23:09:00+00:00,5.0,
13395,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-01 23:39:00+00:00,5.0,
6326,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-02 19:44:00+00:00,5.0,
6704,1.0,ovh.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-02 20:56:00+00:00,5.0,
7331,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-02 23:13:00+00:00,5.0,
6363,1.0,gke.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-03 19:27:00+00:00,5.0,
6495,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-03 19:42:00+00:00,5.0,
6506,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-03 19:44:00+00:00,5.0,
6885,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-03 20:47:00+00:00,5.0,
7308,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-03 22:12:00+00:00,5.0,
1097,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-04 03:33:00+00:00,5.0,
1355,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-04 04:22:00+00:00,5.0,
10043,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-04 13:55:00+00:00,5.0,
12241,1.0,gke.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-04 15:16:00+00:00,5.0,
13672,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-04 16:33:00+00:00,5.0,
14510,1.0,gesis.mybinder.org,GitHub,bb52f0fb41339b6233133dcef7a02bfa577e4266,binderhub.jupyter.org/launch,weix1996/lectures/HEAD,success,2022-04-04 17:49:00+00:00,5.0,
